sha256,filesize,File Type,File Class,datetime,alienvault_adversary,Campaign_Tag,tags,Comment,Report link,Normalized_Tag,Alias
19972cc87c7653aff9620461ce459b996b1f9b030d7c8031df0c8265b73f670d,219136,PE32 executable for MS Windows (GUI) Intel 80386 32-bit,PEXE,10/8/14 23:13,['APT 29'],C0023,"['CloudDuke', 'CosmicDuke', 'CozyDuke', 'GeminiDuke', 'HammerDuke', 'MiniDuke', 'OnionDuke', 'PinchDuke', 'SeaDuke', 'a32817e9ff07bc69974221d9b7a9b980fa80b677', 'address', 'africa', 'ainfbf', 'apt', 'aptmalwareapt1', 'aptmalwareapt19', 'aptmalwareapt21', 'aptmalwareapt28', 'aptmalwareapt29', 'aptmalwareapt30', 'ascii ctrla', 'asia', 'assoc', 'attribute', 'b8b4b0b', 'cc3df7de75db8be4a0a30ede21f226122d2dfe87', 'ccmdtarget', 'cimagemanager', 'closehandle', 'clsid', 'concurrency', 'ctrll', 'ctrlshiftr', 'cudeso', 'd7f7aef824265136ad077ae4f874d265ae45a6b0', 'dbcsbuffer', 'dekmcugcl', 'dltuntu', 'dvirev', 'edbfa', 'enpi', 'entry', 'error', 'espionage', 'failed', 'feedback', 'filemg1', 'filesexcalibur', 'finishmsg', 'getdata', 'getimage', 'getruntimeclass', 'identifier', 'ihjw9', 'initfirst', 'ithesaurusword', 'j5feq1a', 'lookup', 'matchlen', 'middle east', 'mmnmbivesahl', 'name', 'namespace3http', 'nblockuse', 'nbsp', 'network', 'newwindow', 'okbps', 'onionduke', 'orgc', 'p6gpav2', 'path', 'plcqtobyjf', 'publish_timestamp', 'quvtohr', 'rule', 'rule set', 'russia', 'set author', 'sha1', 'shell', 'shellmainthread', 'socket', 'start', 'tag', 'threat_level_id', 'tor', 'vgkjbmcqvepmkjw', 'vmrqs', 'wdcecfchgigjg', 'yara rule', 'yljl8wk29gvu', 'zyxzedbfa']",Similarity with onionduke in 2014,https://www.welivesecurity.com/wp-content/uploads/2019/10/ESET_Operation_Ghost_Dukes.pdf,APT29,
1a172d92638e6fdb2858dcca7a78d4b03c424b7f14be75c2fd479f59049bc5f9,2557440,"Composite Document File V2 Document, Little Endian, Os: Windows, Version 10.0, Code page: 1252, Author: User, Template: Normal.dotm, Last Saved By: User, Revision Number: 20, Name of Creating Application: Microsoft Office Word, Total Editing Time: 21:00, Create Time/Date: Mon Nov 19 02:50:00 2018, Last Saved Time/Date: Tue Oct 15 02:50:00 2019, Number of Pages: 1, Number of Words: 0, Number of Characters: 1, Security: 0",CDF,10/26/19 12:24,"['Hidden Cobra', 'Lazarus', 'Lazarus Group']",C0022,"['APT38', 'BLINDINGCAN', 'DeathNote', 'Lazarus', 'Lazarus Group', 'Macros', 'Manuscrypt', 'NukeSped', 'OSINT', 'T1059', 'T1071', 'T1082', 'T1129', 'T1566', 'T1574.002', 'adversary', 'appdata', 'april', 'apt', 'attack', 'back', 'backdoor', 'blindingcan', 'clicker', 'code', 'concept', 'contact', 'copperhedge', 'cve-2017-0199', 'date', 'deathnote', 'defense', 'dll implant', 'dlls', 'dotm', 'dprk', 'evilclippy', 'gamaredon', 'gopuram', 'guid', 'hidden cobra', 'implant', 'installer', 'june', 'kimsuky', 'konni', 'korean', 'lazarus', 'lazarus group', 'life', 'loader', 'macros', 'malicious', 'malware descriptions', 'malware technologies', 'manuscrypt', 'mcafee', 'mcafee atr', 'microsoft word', 'mimikatz', 'min read', 'mozilla', 'nukesped', 'office', 'pdf file', 'phase', 'podcast', 'programdata', 'roaming mantis', 'service', 'south korea', 'sqlite', 'stealer', 'strong', 'target', 'targeted attacks', 'team', 'tips', 'trojan', 'trojanized pdf', 'ttps', 'ultimate', 'ultravnc viewer', 'unknown', 'virustotal', 'windows', 'winrar']",Operation Death Note,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/operation-north-star-a-job-offer-thats-too-good-to-be-true/,Lazarus,
1aa170383d473b6adb16032942b34eb136dd013ea8e2f5cc8fec7356a92191b3,,,,set(),['China APT'],C0007,"['China APT', 'Chinoxy RAT', 'FunnyDream RAT', 'PcShare RAT']",https://apt.etda.or.th/cgi-bin/showcard.cgi?g=FunnyDream&n=1,https://www.bitdefender.com/files/News/CaseStudies/study/379/Bitdefender-Whitepaper-Chinese-APT.pdf,TAG-16,"Chinese-State sponsored, Overlap with TAG-16"
1b0c82e71a53300c969da61b085c8ce623202722cf3fa2d79160dac16642303f,1700999,Microsoft Word 2007+,OOXML,4/25/20 13:20,"['Hidden Cobra', 'Lazarus', 'Lazarus Group']",C0022,"['******_pms.docx', 'Boeing', 'DeathNote', 'Lazarus', 'Lazarus Group', 'Macros', 'Manuscrypt', 'NukeSped', 'OSINT', 'T1059', 'T1071', 'T1082', 'T1129', 'T1566', 'T1574.002', 'adversary', 'appdata', 'april', 'apt', 'attack', 'back', 'backdoor', 'blindingcan', 'boeing_pms.docx', 'clicker', 'code', 'concept', 'contact', 'copperhedge', 'cve-2017-0199', 'date', 'deathnote', 'defense', 'dll implant', 'dlls', 'dotm', 'evilclippy', 'gamaredon', 'gopuram', 'guid', 'hidden cobra', 'implant', 'installer', 'ioc md5', 'june', 'kimsuky', 'konni', 'korean', 'lazarus', 'lazarus group', 'life', 'loader', 'macros', 'malicious', 'malware descriptions', 'malware technologies', 'manuscrypt', 'mcafee', 'mcafee atr', 'microsoft word', 'mimikatz', 'min read', 'mozilla', 'nukesped', 'office', 'pdf file', 'phase', 'podcast', 'programdata', 'roaming mantis', 'service', 'south korea', 'sqlite', 'stealer', 'strong', 'target', 'targeted attacks', 'team', 'tips', 'trojan', 'trojanized pdf', 'ttps', 'ultimate', 'ultravnc viewer', 'unknown', 'virustotal', 'windows', 'winrar', '이재춘국장']","Operation North Star, Operation Death Note",https://www.mcafee.com/blogs/other-blogs/mcafee-labs/operation-north-star-a-job-offer-thats-too-good-to-be-true//,Lazarus,
1c514d9fbd2210b6469174d234daf2cb19d6b098592409164eaa92f9af3b1e8b,35328,"PE32 executable (DLL) (GUI) Intel 80386, for MS Windows",PEXE,1/17/18 6:53,['Konni'],C0006,"['am utc', 'api access', 'blogpost https', 'email', 'feed updation', 'feeds', 'feeds malware', 'konni', 'north korea', 'rescure cyber', 'syscon']",North Korean Threat Actors,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/mcafee-uncovers-operation-honeybee-malicious-document-campaign-targeting-humanitarian-aid-groups/,Korean Speaking Actor,
1e5525eb2b80ed57635f0922bc5d1c56812fb8e0da64a9333b0ba66c4411b6b4,,,,set(),[],C0023,[],"Similarly, the recent samples of the MiniDuke backdoor bear similarities with samples documented more
than five years ago. Figure 7 is the comparison of a function in a MiniDuke backdoor listed by Kaspersky
in 2014 ",https://www.welivesecurity.com/wp-content/uploads/2019/10/ESET_Operation_Ghost_Dukes.pdff,APT29,
2046bb14d9f63612a6d19d5224727f3607be4e8f8ad13e9efe34620fda2d9d99,323072,"Composite Document File V2 Document, Little Endian, Os: Windows, Version 6.1, Code page: 950, Author: Joseph MUYAMBO, Template: Normal.dotm, Last Saved By: Windows User, Revision Number: 6, Name of Creating Application: Microsoft Office Word, Total Editing Time: 17:00, Create Time/Date: Sun Dec 24 07:23:00 2017, Last Saved Time/Date: Thu Jan 11 23:45:00 2018, Number of Pages: 6, Number of Words: 1561, Number of Characters: 8901, Security: 0",CDF,1/20/18 9:48,['Konni'],C0006,"['konni', 'north korea', 'syscon']",North Korean Threat Actors,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/mcafee-uncovers-operation-honeybee-malicious-document-campaign-targeting-humanitarian-aid-groups/,Korean Speaking Actor,
207e66a3b0f1abfd4721f1b3e9fed8ac89be51e1ec13dd407b4e08fad52113e3,50688,"PE32 executable (DLL) (GUI) Intel 80386, for MS Windows",PEXE,1/4/19 11:31,"['Conimes     KeyBoy     Emissary Panda     Rancor     Temp.Trident', 'Goblin Panda', 'Insikt', 'TAG-16', 'Tag-16 Chinese Nation state']",Historical Goblin Panda,"['APT40', 'CobaltStrike', 'Conimes', 'Cycldek', 'FunnyDream', 'PCShare', 'RedFoxtrot', 'ShadowPad', 'TAG-16', 'TAG-33', 'Trochilus', 'analysis', 'april', 'apt40', 'bluecore', 'china', 'chinoxy', 'chromepass', 'cobalt strike', 'code', 'cusb', 'custom hdoor', 'cve-2012-0158', 'cve-2017-11882', 'cve-2018-0802', 'cyber threat', 'cycldek', 'funnydream', 'future', 'http', 'implant', 'indonesia', 'insikt', 'insikt group', 'june', 'kaspersky ’', 'laos', 'malware', 'naikon', 'nbtscan', 'newcore', 'newcore rat', 'nirsoft', 'pcclient', 'plugx', 'procdump', 'psexec', 'recorded future', 'redalpha', 'redcore', 'reddelta', 'redfoxtrot', 'royal road', 'royalroad', 'rtf sample', 'shadowpad', 'shellcode', 'smanager', 'south china', 'southeast', 'southeast asia', 'tag16', 'threat activity', 'twitter', 'usbculprit', 'vietnam']",,https://go.recordedfuture.com/hubfs/reports/cta-2021-1208.pdf,Goblin Panda,
21c1fdd6cfd8ec3ffe3e922f944424b543643dbdab99fa731556f8805b0d5561,74240,"PE32 executable (GUI) Intel 80386, for MS Windows",PEXE,6/13/17 12:35,"['BlackEnergy, CRASHOVERRIDE, INDUSTROYER', 'Electrum', 'Havex']",C0025,"['BlackEnergy', 'BlackEnergy, CRASHOVERRIDE, INDUSTROYER', 'CrashOverride', 'Endowerpo', 'Endowerpo.A', 'ICS', 'Industrial Control Systems', 'Industroyer', 'Russia', 'Ukraine', 'VertekMTI', 'code issues', 'github', 'history files', 'industroyer', 'latest commit', 'pull', 'search sign', 'sign', 'skip', 'type name', 'vsoc']",Launcher Module,https://www.dragos.com/wp-content/uploads/CRASHOVERRIDE2018.pdf,Sandworm,"Quedagh, VOODOO BEAR, TEMP.Noble, IRON VIKING, G0034, ELECTRUM, TeleBots, IRIDIUM, Blue Echidna, FROZENBARENTS"
22167aff08db3bc3db144c03845e97f1f07d6081ac856864266083616da30281,5772800,"PE32+ executable (DLL) (GUI) x86-64, for MS Windows",PEXE,8/13/20 23:29,"['Lazarus', 'Lazarus Group']",C0022,"['DBLL Dropper', 'DRATzarus', 'Lazarus Group', 'Operation Dream Job', 'OperationDreamJob', 'apts', 'cobalt strike', 'dotm', 'filehashsha256', 'gamaredon', 'graphsteel', 'grimplant', 'iconcache.db', 'information', 'initial', 'invisimole', 'mailbox', 'microbackdoor', 'pcaudit.sys', 'stage rat c2', 'uac0010', 'uac0020 group', 'uac0035', 'uac0051', 'uac0056 group', 'ukraine', 'unc1151', 'vector', 'virus total', 'white', '© all']",Operation Dream Job,https://www.clearskysec.com/wp-content/uploads/2020/08/Dream-Job-Campaign.pdf,Lazarus,
24eb02947168753e8215661d2f1a38304a227cb798baab3882d504394127a7d5,43520,"PE32 executable (DLL) (GUI) Intel 80386, for MS Windows",PEXE,1/17/18 5:45,['Konni'],C0006,"['konni', 'north korea', 'syscon']",North Korean Threat Actors,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/mcafee-uncovers-operation-honeybee-malicious-document-campaign-targeting-humanitarian-aid-groups/,Korean Speaking Actor,
2523f94bd4fba4af76f4411fe61084a7e7d80dec163c9ccba9226c80b8b31252,22085632,UDF filesystem data (version 1.5) 'ICA_DECLASS',,5/28/21 15:34,"['APT29', 'NOBELIUM']",C0024,"['Cozy Bear', 'Email-based Phishing', 'Hammertoss', 'NOBELIUM', 'Nobelium', 'Ransomware Sobdinski', 'The Dukes', 'april', 'apt29', 'arguepatch', 'artemis', 'avemariarat', 'azure sentinel', 'beacon loader', 'beacon malware', 'bitrat', 'black basta', 'boombox', 'caddywiper', 'cain', 'cert', 'cisa', 'cobalt', 'cobalt strike', 'cobaltstrike', 'computer security', 'contact', 'containedwithin', 'container', 'cookie', 'csirt', 'cyber risks', 'cyber security', 'cybersecurity', 'dark halo', 'date', 'decoy document', 'defender', 'description', 'domain', 'domain actor', 'email spoofed', 'email url', 'emotet', 'entropy', 'europe', 'execution', 'february', 'file', 'firebase', 'first', 'format', 'generickd.46360875', 'germany', 'high', 'host ip', 'html', 'html document', 'indicator type', 'industroyer2', 'infostealer', 'installer', 'iocs', 'ip address', 'iso file', 'january', 'ka', 'khalesi', 'known malicious', 'lnk file', 'lua', 'lua interpreter', 'lua payload', 'malicious', 'malicious ip', 'malicious iso', 'malicious lnk', 'malware', 'matches no', 'medium', 'mexico', 'microsoft', 'mimikatz', 'mstic', 'nobelium', 'open', 'persistence', 'phishing', 'powershell', 'privacy', 'qakbot', 'quasar', 'raas', 'ransomware', 'razy', 'relatedto', 'restrict', 'revisar correo', 'rozena', 'sha256', 'sha256 cobalt', 'stage', 'strike beacon', 'subdomain', 'tcp comms', 'trickbot', 'trojan', 'true filemd5', 'true filesha1', 'true filesha256', 'type', 'u. s. computer emergency readiness', 'ultimasms', 'urls', 'usaid', 'uscert', 'white', 'windows nt', 'withheld']",,https://www.microsoft.com/en-us/security/blog/2021/05/27/new-sophisticated-email-based-attack-from-nobelium/,APT29,
26a2fa7b45a455c311fd57875d8231c853ea4399be7b9344f2136030b2edc4aa,1667072,"PE32 executable (DLL) (GUI) Intel 80386, for MS Windows",PEXE,10/29/19 11:17,"['Hidden Cobra', 'Lazarus', 'Lazarus Group']",C0022,"['APT38', 'DeathNote', 'Lazarus', 'Lazarus Group', 'Macros', 'Manuscrypt', 'NukeSped', 'OSINT', 'T1059', 'T1071', 'T1082', 'T1129', 'T1566', 'T1574.002', 'adversary', 'appdata', 'april', 'apt', 'attack', 'back', 'backdoor', 'blindingcan', 'clicker', 'code', 'concept', 'contact', 'copperhedge', 'cve-2017-0199', 'date', 'deathnote', 'defense', 'dll implant', 'dlls', 'dotm', 'dprk', 'evilclippy', 'gamaredon', 'gopuram', 'guid', 'hidden cobra', 'implant', 'installer', 'june', 'kimsuky', 'konni', 'korean', 'lazarus', 'lazarus group', 'life', 'loader', 'macros', 'malicious', 'malware descriptions', 'malware technologies', 'manuscrypt', 'mcafee', 'mcafee atr', 'microsoft word', 'mimikatz', 'min read', 'mozilla', 'nukesped', 'office', 'pdf file', 'phase', 'podcast', 'programdata', 'roaming mantis', 'service', 'sha256', 'south korea', 'sqlite', 'stealer', 'strong', 'target', 'targeted attacks', 'team', 'tips', 'trojan', 'trojanized pdf', 'ttps', 'ultimate', 'ultravnc viewer', 'unknown', 'vii appendices', 'virustotal', 'white paper', 'windows', 'winrar']",Operation Death Note,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/operation-north-star-a-job-offer-thats-too-good-to-be-true/,Lazarus,
26e2d5217f6cadb3232d9053053f79c62cad140ddfc216a594b07536d56eb0af,199680,"PE32 executable (GUI) Intel 80386, for MS Windows",PEXE,6/17/20 20:38,[],C0022,"['APT', 'Aerospace', 'BEC attack', 'Cybergate CnC', 'Ensure you have a browser that switches to malicious apps.', 'Europe', 'Gootkit CnC', 'Lazarus group', 'Malicious Browser', 'Military', 'Operation In(ter)ception', 'Operation Interception', 'Panther', 'Ransomware', 'WannaCry']",Operation Interception,https://www.welivesecurity.com/wp-content/uploads/2020/06/ESET_Operation_Interception.pdf,Lazarus,
2723ac49d3f59b51d96f3ab3605becdef1987242ef3d9d5b8490b0c9abe45049,14007616,"PE32+ executable (DLL) (GUI) x86-64, for MS Windows",PEXE,6/18/21 12:33,['RedFoxtrot'],C0007,"['People’s Liberation Army (PLA)', 'RedFoxtrot', 'analysis', 'appendix a', 'china', 'cyber threat', 'icefog', 'indicators', 'insikt group', 'ip addresses', 'june', 'malware', 'malware samples', 'pcshare', 'plugx', 'poisonivy', 'quickheal', 'redfoxtrot', 'research', 'royal road']",https://apt.etda.or.th/cgi-bin/showcard.cgi?g=FunnyDream&n=1,https://www.bitdefender.com/files/News/CaseStudies/study/379/Bitdefender-Whitepaper-Chinese-APT.pdf,TAG-16,"Chinese-State sponsored, Overlap with TAG-16"
28570122e952f25c92dfb83707c502a5036b9f99770127435cbb8c7e6796cce4,189440,"PE32+ executable (DLL) (console) x86-64, for MS Windows",PEXE,11/17/20 18:53,['China APT'],C0007,"['China APT', 'Chinoxy RAT', 'FunnyDream RAT', 'PcShare RAT']",https://apt.etda.or.th/cgi-bin/showcard.cgi?g=FunnyDream&n=1,https://www.bitdefender.com/files/News/CaseStudies/study/379/Bitdefender-Whitepaper-Chinese-APT.pdff,TAG-16,"Chinese-State sponsored, Overlap with TAG-16"
28cd09ecad4149eec8665edf79c1c2036df67375f964e7e18a101ca88fe5f8e1,595016,Microsoft Word 2007+,OOXML,7/23/20 9:26,"['Lazarus', 'Lazarus Group']",C0022,"['DBLL Dropper', 'DRATzarus', 'Lazarus Group', 'Operation Dream Job', 'OperationDreamJob', 'apts', 'cobalt strike', 'dotm', 'filehashsha256', 'gamaredon', 'graphsteel', 'grimplant', 'iconcache.db', 'information', 'initial', 'invisimole', 'mailbox', 'microbackdoor', 'pcaudit.sys', 'stage rat c2', 'uac0010', 'uac0020 group', 'uac0035', 'uac0051', 'uac0056 group', 'ukraine', 'unc1151', 'vector', 'virus total', 'white', '© all']","Third Infection Method, Operation Dream Job",https://www.clearskysec.com/wp-content/uploads/2020/08/Dream-Job-Campaign.pdf,Lazarus,
2c5e5c86ca4fa172341c6bcbaa50984fb168d650ae9a33f2c6e6dccc1d57b369,37376,"PE32 executable (DLL) (GUI) Intel 80386, for MS Windows",PEXE,1/17/18 4:46,['Konni'],C0006,"['konni', 'north korea', 'syscon']",North Korean Threat Actors,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/mcafee-uncovers-operation-honeybee-malicious-document-campaign-targeting-humanitarian-aid-groups/,Korean Speaking Actor,
2e6dfca6b2b8a11d6eb8933bd7ed7f17ca46499a3ee548bbb086406eb57b2204,160768,"PE32 executable (GUI) Intel 80386, for MS Windows",PEXE,11/17/20 18:54,['China APT'],C0007,"['China APT', 'Chinoxy RAT', 'FunnyDream RAT', 'PcShare RAT']",https://apt.etda.or.th/cgi-bin/showcard.cgi?g=FunnyDream&n=1,https://www.bitdefender.com/files/News/CaseStudies/study/379/Bitdefender-Whitepaper-Chinese-APT.pdf,TAG-16,"Chinese-State sponsored, Overlap with TAG-16"
